name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples
MT8169A,0.0,0.0,2022-11-01,Unknown,Mobile/Embedded,2000.0,0.0,1,6,1,2347,2
MT8173,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,1807.0,0.0,1,4,1,2907,1
MT8176,0.0,0.0,2021-12-01,Unknown,Mobile/Embedded,2106.0,0.0,1,6,1,2657,2
MT8195AV/ZA,0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,2200.0,0.0,1,8,1,1213,2
MT8365,0.0,0.0,2022-06-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3081,8
MT8696,0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,1794.0,0.0,1,4,1,3242,2
MT8735,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,3509,2
MT8735A,0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1443.0,0.0,1,4,1,3478,1
MT8735M,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,988.0,0.0,1,4,1,3647,1
MT8735P,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,1000.0,0.0,1,4,1,3591,1
MT8735T,0.0,0.0,2021-11-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,3280,2
MT8765WA,0.0,0.0,2022-06-01,Unknown,Mobile/Embedded,1495.0,0.0,1,4,1,3381,6
MT8765WB,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1274.0,0.0,1,4,1,3584,11
MT8766A,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3044,4
MT8766B,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3221,15
MT8768WD,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,3001,5
MT8768WE,0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2699,5
MT8783,0.0,0.0,2021-12-01,Unknown,Mobile/Embedded,1300.0,0.0,1,8,1,2945,1
MT8786V/CA,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1761,12
MT8786V/N,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1841,5
MT8788,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1989.0,0.0,1,8,1,1937,4
MT8789V/CT,0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,2050.0,0.0,1,8,1,1520,3
MT8789V/T,0.0,0.0,2022-09-01,Unknown,Mobile/Embedded,2050.0,0.0,1,8,1,1540,1
MT8797Z/CNZA,0.0,0.0,2022-11-01,Unknown,Mobile/Embedded,2600.0,0.0,1,8,1,1313,2
MT9950,0.0,0.0,2021-08-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3122,2
MTK6757,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2392.0,0.0,1,8,1,2831,1
Nvidia Tegra T132,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,2499.0,0.0,1,2,1,2995,5
Nvidia Tegra T210,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1912.0,0.0,1,4,1,2481,2
"Odin based on Qualcomm Technologies, Inc SM8350",0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,2995.0,0.0,1,8,1,1096,63
P22,0.0,0.0,2022-06-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2374,2
Pentium Dual-Core E6000 @ 3.46GHz,0.0,0.0,2011-04-01,Unknown,Unknown,3460.0,0.0,1,2,1,2593,1
Pentium Dual-Core T4200 @ 2.00GHz,0.0,0.0,2022-03-01,Unknown,Mobile/Embedded,2000.0,0.0,1,2,1,3198,3
Pentium Dual-Core T4500 @ 2.30GHz,0.0,0.0,2021-04-01,Unknown,Unknown,2300.0,0.0,1,2,1,2973,2
QCT APQ8064 AWIFI,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1728.0,0.0,1,4,1,3627,2
QCT APQ8064 DEB,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,3548,5
QCT APQ8064 FLO,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,3552,9
QCT APQ8064 MAKO,0.0,0.0,2021-01-01,Unknown,Unknown,1512000.0,0.0,1,4,1,3604,1
QCT APQ8064 MTP,0.0,0.0,2022-12-01,Unknown,Mobile/Embedded,1728.0,0.0,1,4,1,3618,1
Qualcomm APQ 8084 (Flattened Device Tree),0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2650.0,0.0,1,4,1,3359,6
Qualcomm APQ8026,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1190.0,0.0,1,4,1,3742,2
Qualcomm APQ8084,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2649.0,0.0,1,4,1,3461,37
Qualcomm MSM 8939 HUAWEI KIW-L21,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1497.0,0.0,1,8,1,2898,8
Qualcomm MSM 8939 HUAWEI KIW-L24,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1497.0,0.0,1,8,1,2921,2
Qualcomm MSM 8939 HUAWEI TEXAS-A1,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,1497.0,0.0,1,8,1,2900,2
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2265.0,0.0,1,4,1,3431,1
Qualcomm MSM8226,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1190.0,0.0,1,4,1,3715,2
Qualcomm MSM8228,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1401.0,0.0,1,4,1,3688,1
Qualcomm MSM8626,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1190.0,0.0,1,4,1,3735,1
Qualcomm MSM8916,0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1209.0,0.0,1,4,1,3571,1
Qualcomm MSM8917,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,4,1,3392,26
Qualcomm MSM8926,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1190.0,0.0,1,4,1,3724,6
Qualcomm MSM8928,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1401.0,0.0,1,4,1,3677,3
Qualcomm MSM8937,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,2989,20
Qualcomm MSM8939,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,1651.0,0.0,1,8,1,2882,2
Qualcomm MSM8953,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,1804.0,0.0,1,8,1,2509,5
Qualcomm MSM8974,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2265.0,0.0,1,4,1,3312,35
Qualcomm MSM8974PRO-AA,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2265.0,0.0,1,4,1,3409,4
Qualcomm MSM8974PRO-AB,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2265.0,0.0,1,4,1,3363,17
Qualcomm MSM8974PRO-AC,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2457.0,0.0,1,4,1,3379,76
Qualcomm MSM8992,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1824.0,0.0,1,6,1,2747,22
Qualcomm MSM8994,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1958.0,0.0,1,8,1,3169,5
Qualcomm MSM8996,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2150.0,0.0,1,4,1,2696,14
Qualcomm MSM8996PRO-AB,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2150.0,0.0,1,4,1,2510,32
"Qualcomm Technologies, Inc 450",0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1804.0,0.0,1,8,1,2265,1
"Qualcomm Technologies, Inc APQ8009",0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1267.0,0.0,1,4,1,3749,6
"Qualcomm Technologies, Inc APQ8016",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1190.0,0.0,1,4,1,3648,29
"Qualcomm Technologies, Inc APQ8017",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,4,1,3524,15
"Qualcomm Technologies, Inc APQ8053",0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2299,6
"Qualcomm Technologies, Inc APQ8076",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,2615,5
"Qualcomm Technologies, Inc APQ8094",0.0,0.0,2022-10-01,Unknown,Mobile/Embedded,1958.0,0.0,1,8,1,2160,1
"Qualcomm Technologies, Inc APQ8096",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2150.0,0.0,1,4,1,2476,18
"Qualcomm Technologies, Inc APQ8096pro",0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,2342.0,0.0,1,4,1,3252,1
"Qualcomm Technologies, Inc ATOLL-AB",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2323.0,0.0,1,8,1,1642,175
"Qualcomm Technologies, Inc BENGAL",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2048,638
"Qualcomm Technologies, Inc BENGAL-IOT",0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2214,2
"Qualcomm Technologies, Inc BENGALP",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2014,26
"Qualcomm Technologies, Inc KHAJE",0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1686,26
"Qualcomm Technologies, Inc KONA",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2842.0,0.0,1,8,1,1240,1266
"Qualcomm Technologies, Inc KONA-IOT",0.0,0.0,2022-07-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,937,1
"Qualcomm Technologies, Inc LAGOON",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2074.0,0.0,1,8,1,1682,110
"Qualcomm Technologies, Inc LITO",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1697,511
"Qualcomm Technologies, Inc MSM8216",0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1190.0,0.0,1,4,1,3740,1
"Qualcomm Technologies, Inc MSM8909",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1267.0,0.0,1,4,1,3767,34
"Qualcomm Technologies, Inc MSM8916",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1209.0,0.0,1,4,1,3625,82
"Qualcomm Technologies, Inc MSM8917",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,4,1,3506,188
"Qualcomm Technologies, Inc MSM8920",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,4,1,3559,11
"Qualcomm Technologies, Inc MSM8929",0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1363.0,0.0,1,8,1,3442,3
"Qualcomm Technologies, Inc MSM8937",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,2923,77
"Qualcomm Technologies, Inc MSM8939",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1497.0,0.0,1,8,1,3031,25
"Qualcomm Technologies, Inc MSM8952",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1517.0,0.0,1,8,1,3114,28
"Qualcomm Technologies, Inc MSM8953",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2420,318
"Qualcomm Technologies, Inc MSM8956",0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1804.0,0.0,1,6,1,2631,45
"Qualcomm Technologies, Inc MSM8976",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1804.0,0.0,1,8,1,2498,57
"Qualcomm Technologies, Inc MSM8976SG",0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1958.0,0.0,1,8,1,2273,10
"Qualcomm Technologies, Inc MSM8992",0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1440.0,0.0,1,6,1,3159,24
"Qualcomm Technologies, Inc MSM8994",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1555.0,0.0,1,8,1,3047,11
"Qualcomm Technologies, Inc MSM8996",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2150.0,0.0,1,4,1,2664,221
"Qualcomm Technologies, Inc MSM8996pro",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2342.0,0.0,1,4,1,2574,130
"Qualcomm Technologies, Inc MSM8998",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2458.0,0.0,1,8,1,1908,608
"Qualcomm Technologies, Inc QCM2150",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1305.0,0.0,1,4,1,3585,4
"Qualcomm Technologies, Inc QM215",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,3539,23
"Qualcomm Technologies, Inc SA8195P",0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,2496.0,0.0,1,8,1,1077,1
"Qualcomm Technologies, Inc SCUBAPIIOT",0.0,0.0,2022-09-01,Unknown,Mobile/Embedded,2016.0,0.0,1,4,1,2864,1
"Qualcomm Technologies, Inc SDA450",0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1804.0,0.0,1,8,1,2561,16
"Qualcomm Technologies, Inc SDA660",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,2029,12
"Qualcomm Technologies, Inc SDM429",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2016.0,0.0,1,4,1,3048,110
"Qualcomm Technologies, Inc SDM439",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2642,177
"Qualcomm Technologies, Inc SDM450",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1805.0,0.0,1,8,1,2732,306
"Qualcomm Technologies, Inc SDM460",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1804.0,0.0,1,8,1,2341,6
"Qualcomm Technologies, Inc SDM630",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,2359,94
"Qualcomm Technologies, Inc SDM632",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1805.0,0.0,1,8,1,2287,217
"Qualcomm Technologies, Inc SDM636",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1805.0,0.0,1,8,1,2212,238
"Qualcomm Technologies, Inc SDM660",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,2092,412
"Qualcomm Technologies, Inc SDM662",0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2166,10
"Qualcomm Technologies, Inc SDM665",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2076,126
"Qualcomm Technologies, Inc SDM670",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1996.0,0.0,1,8,1,2025,133
"Qualcomm Technologies, Inc SDM710",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1968,117
"Qualcomm Technologies, Inc SDM712",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2304.0,0.0,1,2,1,2012,94
"Qualcomm Technologies, Inc SDM720G",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2323.0,0.0,1,8,1,1714,119
"Qualcomm Technologies, Inc SDM730G AIE",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1689,33
"Qualcomm Technologies, Inc SDM750G",0.0,0.0,2022-11-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1439,1
"Qualcomm Technologies, Inc SDM765G 5G",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1670,86
"Qualcomm Technologies, Inc SDM778G",0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1253,69
"Qualcomm Technologies, Inc SDM845",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2800.0,0.0,1,8,1,1723,1164
"Qualcomm Technologies, Inc SDMMAGPIE",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1757,760
"Qualcomm Technologies, Inc SDMMAGPIEP",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1653,17
"Qualcomm Technologies, Inc SM4250",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1804.0,0.0,1,8,1,2199,31
"Qualcomm Technologies, Inc SM4350",0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2035.0,0.0,1,8,1,1801,55
"Qualcomm Technologies, Inc SM6125",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2179,64
"Qualcomm Technologies, Inc SM6150",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,1884,216
"Qualcomm Technologies, Inc SM6225",0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1974,149
"Qualcomm Technologies, Inc SM6375",0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1481,39
"Qualcomm Technologies, Inc SM7125",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2323.0,0.0,1,8,1,1698,373
"Qualcomm Technologies, Inc SM7150",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1727,388
"Qualcomm Technologies, Inc SM7225",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1674,59
"Qualcomm Technologies, Inc SM7250",0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1650,28
"Qualcomm Technologies, Inc SM8150",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2842.0,0.0,1,8,1,1413,1358
"Qualcomm Technologies, Inc SM8150_Plus",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2957.0,0.0,1,8,1,1526,55
"Qualcomm Technologies, Inc SM8150P",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2842.0,0.0,1,8,1,1425,42
"Qualcomm Technologies, Inc SM8250",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2842.0,0.0,1,8,1,1217,641
"Qualcomm Technologies, Inc SM8250_AC",0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,3187.0,0.0,1,8,1,1115,58
"Qualcomm Technologies, Inc SM8350",0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,1171,246
"Qualcomm Technologies, Inc SM8350AC",0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2995.0,0.0,1,8,1,1073,11
"Qualcomm Technologies, Inc TRINKET",0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,2057,481
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",0.0,0.0,2022-03-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,2624,1
"Renoir based on Qualcomm Technologies, Inc SM7350",0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1366,57
RK30board,0.0,0.0,2022-11-01,Unknown,Mobile/Embedded,1608.0,0.0,1,4,1,3874,1
ROC-RK3568-PC HDMI (Android),0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,1992.0,0.0,1,4,1,2793,1
Rockchip (Device Tree),0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1800000.0,0.0,1,4,1,3367,7
Rockchip RK,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1989.0,0.0,1,8,1,2477,2
Rockchip RK3229,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1200.0,0.0,1,4,1,3828,3
Rockchip RK3288,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2106.0,0.0,1,4,1,3272,2
Rockchip RK3288 (Flattened Device Tree),0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3496,2
Rockchip RK3326,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,3757,14
Rockchip rk3326 863 rkisp1 board,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,3621,1
Rockchip RK3328,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1104.0,0.0,1,4,1,3697,3
Rockchip RK3328 box liantong avb,0.0,0.0,2022-06-01,Unknown,Mobile/Embedded,1104.0,0.0,1,4,1,3439,1
Rockchip RK3368,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1512.0,0.0,1,8,1,3279,8
Rockchip RK3399,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1989000.0,0.0,1,8,1,1768,66
Rockchip RK3566 BOX DEMO V10 ANDROID Board,0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,2929,3
Rockchip RK3566 EVB1 DDR4 V10 Board,0.0,0.0,2021-11-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3229,2
Rockchip RK3566 EVB2 LP4X V10 Board,0.0,0.0,2021-11-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3082,5
Rockchip RK3566 EVB3 DDR3 V10 Board,0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,2980,12
Rockchip RK3566 RK817 TABLET LP4X Board,0.0,0.0,2021-12-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3036,5
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3181,2
Rockchip RK3568 EVB1 DDR4 V10 Board,0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1992.0,0.0,1,4,1,2801,1
Rockchip RK3588,0.0,0.0,2022-06-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,1169,3
"rockchip,rk3328",0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,3219,1
"rockchip,rk3368",0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1512.0,0.0,1,8,1,3095,3
Samsung A13 EUR OPEN REV02B board based on EXYNOS8,0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,2765,1
Samsung A13 USA SINGLE REV02B board based on EXYNO,0.0,0.0,2022-07-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,2554,1
Samsung Exynos 2100,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2912000.0,0.0,1,8,1,1309,830
Samsung Exynos 7420,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,2497,2
Samsung Exynos 7570,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1430.0,0.0,1,4,1,3576,43
Samsung Exynos 7580,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,3090,9
Samsung Exynos 7870,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1586000.0,0.0,1,8,1,3043,247
Samsung Exynos 7880,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1872.0,0.0,1,8,1,2419,61
Samsung Exynos 7884,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1586.0,0.0,1,8,1,2645,19
Samsung Exynos 7885,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2184000.0,0.0,1,8,1,2406,114
Samsung Exynos 7904,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1768000.0,0.0,1,8,1,2384,219
Samsung Exynos 8890,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2600000.0,0.0,1,8,1,2001,210
Samsung Exynos 8895,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2314000.0,0.0,1,8,1,1810,276
Samsung Exynos 9610,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2314000.0,0.0,1,8,1,2163,250
Samsung Exynos 9611,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2314.0,0.0,1,8,1,2309,2
Samsung Exynos 9810,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2704000.0,0.0,1,8,1,1601,455
Samsung Exynos 9820,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2730000.0,0.0,1,8,1,1572,481
Samsung Exynos 9825,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2730000.0,0.0,1,8,1,1591,256
Samsung EXYNOS5420,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2100000.0,0.0,1,4,1,3348,46
Samsung EXYNOS5433,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1900.0,0.0,1,8,1,2888,42
SAMSUNG Exynos7420,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2100000.0,0.0,1,8,1,2302,102
SAMSUNG Exynos7580,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,3116,34
Samsung GrandPrimePlus LTE CIS rev04 board based o,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1443.0,0.0,1,4,1,3711,1
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1443.0,0.0,1,4,1,3581,1
Samsung J7 Max LTE SWA board based on MT6757V/WL,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2392.0,0.0,1,8,1,3049,5
SAMSUNG JF,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1890.0,0.0,1,4,1,3486,8
Samsung M13 SWA INS 00 board based on EXYNOS850,0.0,0.0,2022-10-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,2805,3
SAMSUNG SERRANO,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,1728.0,0.0,1,2,1,3805,2
"Samsung Technologies, Inc Exynos E1080",0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2808.0,0.0,1,8,1,1354,1
SM7325,0.0,0.0,2021-12-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1118,10
SM8325,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,1394,3
SM8350,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,1154,470
SM8450,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,2995.0,0.0,1,8,1,1349,1
SMDK4x12,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2704.0,0.0,1,8,1,1793,1
Snapdragon 435,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,2999,91
Snapdragon 662,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2016.0,0.0,1,4,1,2030,26
Snapdragon 7325,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,2200.0,2400.0,1,4,1,1251,238
Snapdragon 7c @ 1.96 GHz,0.0,0.0,2022-07-01,Unknown,"Laptop, Mobile/Embedded",1960.0,0.0,1,2,1,1592,1
Snapdragon 7c @ 2.40 GHz,0.0,9.0,2021-03-01,Unknown,"Laptop, Mobile/Embedded",2400.0,0.0,1,2,1,1786,9
Snapdragon 7c Gen 2 @ 2.55 GHz,0.0,7.0,2021-06-01,Unknown,"Laptop, Mobile/Embedded",2550.0,0.0,1,2,1,1637,18
